Nom;Trigramme;Segment(s) DRG;Position géographique;Code commune;Code(s) UIC
Sélestat;STT;B;48.2601166, 7.443278;67462;87214056
Selles-Saint-Denis;SSD;C;47.3883857, 1.9222038;41241;87576140
Selles-sur-Cher;SUC;C;47.2816956, 1.5461989;41242;87576868
Seltz;SSZ;C;48.8965635, 8.0986724;67463;87212431
Sénas;SUT;C;43.7409571, 5.0733645;13105;87753715
Sennecey-le-Grand;SRD;C;46.6406445, 4.874316;71512;87725614
Senozan;SOZ;C;46.3921451, 4.8710626;71513;87725671
Sens;SES;A;48.197856, 3.267833;89387;87683003
Sept-Saulx;ZSX;C;49.1511332, 4.2569742;51530;87171645
Septèmes-les-Vallons;SEP;C;43.4031137, 5.3701756;13106;87751800
Sérézin-du-Rhône;SZN;B;45.62716, 4.81806;69276;87722546
Sérifontaine;DCR;C;49.3572878, 1.7639818;60616;87381269
Sermaise;SXE;C;48.53536, 2.06865;91593;87545517
Sermizelles - Vézelay;SZZ;C;47.5289068, 3.7928695;89190;87683722
Serqueux;SEQ;C;49.6315093, 1.5395267;76672;87411470
Serquigny;SYD;C;49.1074117, 0.7189895;27622;87444315
Serres;SRE;C;44.4246573, 5.7184201;5166;87763722
Servas - Lent;SVN;C;46.1306663, 5.1681312;1405;87723791
Servon-sur-Vilaine;SVO;C;48.112224, -1.4667757;35327;87471532
Servoz;SVZ;C;45.9244592, 6.763444;74143;87746719
Sessenheim;ZHM;C;48.7964628, 7.9893194;67465;87212365
Sète;STE;B;43.412485, 3.69656;34301;87773200
Seugy;SWY;C;49.1189923, 2.3989116;95594;87272039
Seurre;SEU;C;46.9964114, 5.1513121;21607;87713677
Sévérac;SVG;C;47.5498647, -2.072707;44196;87476754
Sévérac-d'Aveyron;SVC;C;44.3246516, 3.0569451;12270;87783365
Sevran - Livry;SEV;B;48.93601, 2.53484;93071;87271429
Sevran Beaudottes;BDE;B;48.94743, 2.52474;93071;87271445
Sèvres - Ville-d'Avray;VDV;B;48.82746, 2.20051;92072;87382341
Sèvres Rive Gauche;SVR;B;48.8214311, 2.2147536;92072;87393124
Seyssel - Corbonod;SSS;C;45.9630307, 5.8315162;1118;87745828
Sierck-les-Bains;SIK;C;49.443655, 6.350327;57650;87191635
Sierentz;SEZ;B;47.656047, 7.459142;68309;87182105
Sillé-le-Guillaume;SLG;C;48.1818735, -0.1289696;72334;87396234
Simandre-sur-Suran;SUS;C;46.2202097, 5.4210929;1408;87743336
Simiane-Collongue;SIE;C;43.434747, 5.426148;13107;87751438
Sin-le-Noble;SIN;C;50.356612, 3.112777;59569;87345405
Siorac-en-Périgord;SOC;C;44.8197409, 0.9844566;24538;87595769
Sisteron;SIO;C;44.1902025, 5.9465888;4209;87751206
Soissons;SOI;A;49.3691983, 3.3381259;2722;87271817
Solignac - Le Vigen;SKN;C;45.7561586, 1.2856817;87205;87592246
Solliès-Pont;SIP;C;43.1907805, 6.0464158;83130;87755330
Somain;SOM;B;50.3557, 3.27738;59574;87345314
Sommery;SKY;C;49.6297244, 1.4353726;76678;87411462
Sorgues - Châteauneuf-du-Pape;SCP;B;44.0053909, 4.8756182;84129;87765206
Sotteville-lès-Rouen;SOV;C;49.4129479, 1.102362;76681;87411223
Souillac;SOU;C;44.902127, 1.466605;46309;87594333
Soulac-sur-Mer;SUU;C;45.5081769, -1.1175894;33514;87581371
Soultz-sous-Forêts;SSF;B;48.9347687, 7.8827184;67474;87213421
Souppes - Château-Landon;SPP;B;48.181907, 2.734971;77458;87684217
Sous le Bois;SBS;C;50.2655833, 3.93961;59392;87295543
Stade de France Saint-Denis;SFD;B;48.91779, 2.35134;93066;87164780
Staffelfelden;TFE;C;47.8279612, 7.2651657;68321;87182691
Stains La Cerisaie T11;STC;B;48.9548, 2.39209;93072;87697334
Steenbecque;SBQ;C;50.6806568, 2.510089;59578;87342295
Steenwerck;SWK;C;50.713459, 2.7855769;59043;87286161
Steinbourg;SNG;C;48.7635292, 7.416299;67478;87212209
Stephansfeld;SFX;C;48.7175872, 7.7045946;67067;87212126
Strasbourg;STG;A;48.584967, 7.734584;67482;87212027
Strasbourg Roethig;SQG;C;48.5632897, 7.6950455;67267;87212191
Strazeele;STZ;C;50.713492, 2.6312181;59582;87286203
Sucé-sur-Erdre;SUF;B;47.3431347, -1.5299873;44201;87590828
Suèvres;SVK;C;47.6802248, 1.4540981;41252;87574236
Surdon;SDN;C;48.6647685, 0.1344097;61101;87444562
Suresnes Mont Valérien;SMV;B;48.87155, 2.22131;92073;87382374
Surgères;SGE;B;46.113238, -0.762284;17434;87485227
Survilliers - Fosses;SUR;B;49.09961, 2.52527;95250;87276261
Sury-le-Comtal;SYC;C;45.5291194, 4.1824904;42304;87726422
Tacoignières - Richebourg;TAE;B;48.8295827, 1.6689566;78605;87393454
Taconnaz;TAC;C;45.8992065, 6.8258755;74143;87746750
Tain-l'Hermitage - Tournon;TAI;B;45.072183, 4.839967;26347;87761163
Tanus;FWD;C;44.1003384, 2.3151214;81292;87615674
Tarare;TAR;B;45.889921, 4.439208;69243;87721472
Tarascon;TCN;B;43.801331, 4.657206;13108;87765354
Tarascon-sur-Ariège;TRC;C;42.8495385, 1.5999321;9306;87611590
Tarbes;TBS;B;43.239955, 0.069415;65440;87671008
Tassin;TAS;B;45.76151, 4.75857;69244;87721514
Taverny;TVY;B;49.02536, 2.22187;95607;87276634
Teillé;TEI;C;48.1812341, 0.1913397;72349;87396051
Templeuve;TEM;B;50.52863, 3.17559;59586;87286625
Tenay - Hauteville;TEN;C;45.9222096, 5.5016101;1416;87743757
Tergnier;TGR;B;49.6591862, 3.2972491;2738;87296442
Terrasson-Lavilledieu;TOD;C;45.1357901, 1.3004219;24547;87594408
Tessonnières;TES;C;43.9284209, 1.9369531;81099;87615245
Teting-sur-Nied;TET;C;49.051605, 6.6646267;57668;87193342
Thann;THA;B;47.8088208, 7.1069795;68334;87182568
Thann Centre;THJ;C;47.8099229, 7.101046;68334;87472605
Thann Saint-Jacques;THD;B;47.8133155, 7.0938473;68334;87182881
Thaon;TAO;B;48.24465, 6.416384;88465;87144097
Theillay;THY;C;47.3139904, 2.0443867;41256;87543199
Thenissey;TEY;C;47.4947945, 4.6221929;21627;87713099
Thenon;THN;C;45.1601857, 1.0686905;24550;87595579
Théoule-sur-Mer;THM;C;43.5134929, 6.9367978;6138;87757583
Thésée;TYQ;C;47.322271, 1.3120568;41258;87328195
Thézy-Glimont;TZY;C;49.8118528, 2.435931;80752;87316125
Thiaville-sur-Meurthe;TIA;C;48.4139874, 6.8102635;54519;87141432
Thiennes;TEE;C;50.6523561, 2.4729218;59590;87342287
Thiers;THI;C;45.8610502, 3.5431798;63430;87734475
Thieux - Nantouillet;TNT;C;49.0084346, 2.6805271;77332;87272054
Thionville;THL;B;49.353931, 6.169543;57672;87191007
Thiviers;TIV;C;45.418965, 0.921348;24551;87595124
Thomery;TMR;B;48.394462, 2.763995;77186;87682252
Thonon-les-Bains;THO;B;46.369004, 6.481669;74281;87745646
Thouaré-sur-Loire;THE;C;47.2651143, -1.4409626;44204;87481143
Thouars;THQ;C;46.9852442, -0.2097941;79329;87487009
Thourotte;LTC;C;49.4760722, 2.8830021;60636;87276741
Thuès Carença;THG;C;42.5229486, 2.2227279;66209;87784751
Thun le Paradis;TPA;B;49.00687, 1.91922;78401;87381822
Tieffenbach - Struth;FOX;C;48.9062169, 7.25527;67491;87215699
Tiercé;TCE;C;47.617532, -0.469347;49347;87484147
Tincques;TIN;C;50.35699, 2.4980285;62820;87342303
Tonnay-Charente;TNC;C;45.9433989, -0.8978981;17449;87485151
Tonneins;TON;B;44.392796, 0.314093;47310;87586651
Tonnerre;TNE;C;47.85938, 3.97355;89418;87713198
Torfou-Sèvremoine;TFU;C;47.0331153, -1.1173797;49350;87486894
Torpes - Boussières;GZO;C;47.1637546, 5.8887804;25564;87718114
Toul;TOL;B;48.679018, 5.880615;54528;87141044
Toulon;TLN;A;43.12837, 5.929293;83137;87755009
Toulon Sainte-Musse;TSM;C;43.125113642636705, 5.972755104236321;83137;87742262
Toulouse Matabiau;TSE;A;43.611206, 1.453616;31555;87611004
Tourcoing;TRG;A;50.71683, 3.16804;59599;87286542
Tournan-en-Brie;TOU;B;48.7393088, 2.75957134;77470;87116210
Tournay;TRY;C;43.1836066, 0.2389703;65447;87671172
Tournemire - Roquefort;TEO;C;43.9698002, 3.0166261;12282;87783456
Tournus;TOS;B;46.56668, 4.906647;71543;87725622
Tours;TRS;A;47.389781, 0.693703;37261;87571000
Tourville-la-Rivière;TVI;C;49.3248177, 1.098964;76705;87411181
Toury;TYK;B;48.193606, 1.939565;28391;87543074
Tracy - Sancerre;TAY;C;47.3376398, 2.8804164;58295;87696161
Traou Nez;TNZ;C;48.74858987607243, -3.1349542664976724;22196;87322347
Trappes;TVO;B;48.7751158, 2.0066335;78621;87393835
Trégonneau - Squiffiec;TGS;C;48.6243578, -3.1742524;22338;87473819
Trémolat;TMA;C;44.8625105, 0.8303278;24558;87584474
Tricot;TTR;C;49.5619878, 2.5815586;60643;87313353
Trie-Château;TRH;C;49.2827168, 1.8180386;60644;87381236
Triel-sur-Seine;TSS;B;48.98099, 2.00577;78624;87381806
Trilport;TLP;B;48.96013551, 2.94953688;77475;87116491
Trith-Saint-Léger;TSL;C;50.3318146, 3.4893247;59603;87343400
Trois Chênes;TCS;C;47.6480822, 6.8462281;90010;87184242
Tronsanges;TSG;C;47.113029, 3.0541532;58298;87696203
Trouville - Deauville;TDE;A;49.360005, 0.084167;14220;87444372
Troyes;TOY;A;48.296069, 4.065281;10387;87118000
Tulle;TUL;B;45.258725, 1.756467;19272;87594499
Tullins Fures;TLE;B;45.300996, 5.492194;38517;87761759
Turckheim;TKM;C;48.0856288, 7.279466;68338;87182352
Turenne;TUR;C;45.0379541, 1.6007045;19273;87594556
Uchaud;UCD;C;43.7583991, 4.2683101;30333;87775106
Uckange;UCK;B;49.3032605, 6.1567735;57683;87191130
Urçay - La Perche;UCY;C;46.6295123, 2.5865708;18178;87576348
Urmatt;URM;B;48.5257763, 7.3385385;67500;87214635
Urt;URT;C;43.4993785, -1.3005564;64546;87672386
Us;USQ;C;49.09969, 1.97076;95625;87381178
Ussel;USL;C;45.5574383, 2.3143439;19275;87594093
Ustaritz Jatxou;USZ;C;43.4048083, -1.4489654;64547;87673624
Uzerche;URE;C;45.4407088, 1.5702735;19276;87594200
Vaas;VAH;C;47.6707702, 0.3165096;72364;87396598
Vaires - Torcy;VAI;B;48.874953, 2.639986;77108;87116293
Val d'Argenteuil;VDA;B;48.95042, 2.23088;95018;87381798
Val de Fontenay;VDF;B;48.854238, 2.489097;94033;87113712
Val-de-Reuil;VDR;B;49.275437, 1.224147;27701;87415877
Val-de-Vesle;VVM;C;49.17792, 4.22221;51571;87171611
Valdahon;LVN;B;47.14975, 6.342275;25578;87718544
Valdahon Camp Militaire;VMI;C;47.1510452, 6.3148621;25578;87718601
Valençay;VNY;C;47.163172, 1.5584442;36228;87576215
Valence;VCE;B;44.928049, 4.893273;26362;87761007
Valence d'Agen;VCD;C;44.1117317, 0.8915743;82186;87611863
Valence TGV Rhône-Alpes Sud;VAL;A;44.991545, 4.978703;26004;87763029
Valenciennes;VSN;B;50.363259, 3.517115;59606;87343004
Valergues - Lansargues;VGU;C;43.672678, 4.0601085;34321;87773432
Valleiry;VEY;C;46.1092875, 5.96735;74288;87745414
Valleroy - Moineville;VOY;C;49.2056957, 5.9360165;54542;87192732
Vallon-en-Sully;VLL;C;46.5363284, 2.6107538;3297;87641357
Vallorcine;VLO;C;46.0324983, 6.9326694;74290;87746875
Valmondois;VMD;B;49.09182, 2.20238;95120;87276535
Valognes;VAS;B;49.505454, -1.47986;50615;87447284
Vandières;VNU;C;48.9521683, 6.0392275;54546;87192476
Vannes;VAN;A;47.665169, -2.75245;56260;87476606
Vanves - Malakoff;VMK;B;48.8181959, 2.2920988;92075;87391532
Varades - Saint-Florent le Vieil;VDE;C;47.3744471, -1.019712;44213;87484386
Varangéville - Saint-Nicolas;VRA;B;48.63533929, 6.31286037;54549;87141101
Varennes-sur-Allier;VAA;C;46.3154922, 3.3941783;3298;87696351
Varetz;VEZ;C;45.1911631, 1.4472859;19278;87594606
Varilhes;VIH;C;43.0415593, 1.6284818;9324;87611327
Vauboyen;VBO;B;48.7590575, 2.192119;78322;87393538
Vaucelles;CHD;B;49.02193, 2.22885;95607;87276626
Vaucresson;VCN;B;48.83688, 2.15255;92076;87382267
Vaudagne;VUD;C;45.9088517, 6.7726673;74143;87746727
Vaumoise;VAU;C;49.2339406, 2.9885685;2232;87271601
Vauvert;VAT;C;43.6950375, 4.270165;30341;87775817
Vaux-sur-Seine;VXS;B;49.00699, 1.96342;78638;87381814
Vauxaillon;VXL;C;49.4741418, 3.4096166;2768;87297283
Vauzelles;VZE;C;47.0013565, 3.1342094;58303;87691469
Vayrac;VAY;C;44.9501471, 1.7062871;46330;87594739
Vayres;VYR;C;44.89717, -0.31686;33539;87584714
Veauche - Saint-Galmier;SGL;C;45.565928, 4.293438;42323;87726208
Veigné;VGZ;C;47.2915255, 0.7348815;37266;87571414
Velars-sur-Ouche;VLA;C;47.3265197, 4.9274603;21661;87712331
Vélines;VLN;C;44.8520145, 0.1036584;24568;87584177
Vendenheim;VHM;C;48.6659659, 7.7177824;67506;87212118
Vendeuvre-sur-Barse;VUV;C;48.2400686, 4.4672135;10401;87118257
Vendôme;VDM;C;47.8021498, 1.0678728;41269;87574558
Vendôme - Villiers-sur-Loir TGV;VDT;A;47.821937, 1.021143;41269;87571216
Venerque - Vernet;VQV;B;43.433361, 1.426079;31574;87611392
Vénissieux;VSX;B;45.705551, 4.888109;69259;87723320
Verdun;VDN;B;49.165406, 5.379701;55545;87175778
Véretz - Montlouis;VZM;C;47.3715058, 0.8199079;37156;87574434
Vergèze - Codognan;VZC;B;43.739877, 4.218842;30344;87775114
Vermenton;VEE;C;47.6605943, 3.7320212;89441;87683664
Vern-sur-Seiche;VRN;C;48.0469707, -1.5966524;35352;87471029
Vernaison;VNI;C;45.6456478, 4.8132908;69260;87722264
Verneuil-l'Étang;VNL;B;48.644689, 2.825006;77493;87116079
Verneuil-sur-Avre;VEA;C;48.7424857, 0.9291925;27679;87393595
Vernon - Giverny;VNO;B;49.091336, 1.47857;27681;87415604
Vernou-la-Celle-sur-Seine;VSS;C;48.3864547, 2.8424649;77494;87682468
Vernouillet - Verneuil;VET;B;48.9811884, 1.9828731;78642;87386656
Verrey-sous-Salmaise;VRR;C;47.4385905, 4.6700223;21670;87713081
Versailles Chantiers;VCR;B;48.7958264, 2.1358827;78646;87393009
Versailles Château Rive Gauche;VRG;B;48.8003635, 2.1288274;78646;87393157
Versailles Rive Droite;VRD;B;48.8096525, 2.1347523;78646;87382861
Versigny;VSI;C;49.6574494, 3.4335692;2788;87296608
Vert Galant;VGL;B;48.94467, 2.5667;93078;87271437
Vertaizon;VTZ;B;45.784543, 3.288269;63453;87734426
Vertou;VTU;C;47.1861428, -1.4780052;44215;87481408
Verzeille;VRZ;C;43.1304633, 2.3212626;11201;87615138
Vesoul;VES;B;47.6177734, 6.151926;70550;87185009
Veuves - Monteaux;VVU;C;47.4756722, 1.1238749;41272;87574327
Veynes Dévoluy;VDY;C;44.5320046, 5.815764;5179;87763300
Viaduc Sainte-Marie;VDU;C;45.897096, 6.7850134;74143;87746735
Viarmes;VCX;B;49.11692, 2.36838;95652;87276568
Vias;VAB;C;43.315653, 3.4253562;34332;87781260
Vic - Mireval;VIC;C;43.5007687, 3.7994505;34333;87773531
Vic-le-Comte;VLC;B;45.664911, 3.207079;63457;87734186
Vic-sur-Cère;VCM;C;44.975877, 2.6316644;15258;87645440
Vichy;VHY;B;46.126979, 3.430448;3310;87732008
Vidauban;VUB;C;43.4309416, 6.4338501;83148;87755421
Vieilleville;VVL;C;46.0910959, 1.6736439;23137;87597633
Vielmur-sur-Agout;VUG;C;43.623928, 2.0895781;81315;87615492
Vienne;VIE;B;45.521207, 4.874211;38544;87722587
Vierzon;VER;A;47.226497, 2.059822;18279;87576009
Vierzon Forges;VFO;C;47.2099931, 2.0994545;18279;87576090
Vierzy;VYA;C;49.2910309, 3.2773026;2799;87271783
Vieux-Thann;VXT;B;47.8058505, 7.1194904;68348;87182550
Vieux-Thann Zone Industrielle;VXZ;C;47.8020615, 7.1326428;68348;87181289
Vif;VIF;C;45.0476532, 5.6854542;38545;87747576
Vigeois;VGE;C;45.3829467, 1.5149455;19285;87594218
Vigneux-sur-Seine;VGS;B;48.70816, 2.41446;91657;87681304
Vignory;VNR;C;48.2701366, 5.1241594;52524;87142232
Villabé;VBV;B;48.592637, 2.461572;91659;87681619
Villaines-sous-Bois;VWG;C;49.0798273, 2.3513736;95056;87272021
Villars-les-Dombes;VLD;B;46.004206, 5.028404;1443;87723759
Villedieu-les-Poêles;VDS;C;48.8340495, -1.225559;50639;87447698
Villefort;VLF;C;44.4395099, 3.9240146;48198;87775197
Villefranche - Vernet-les-Bains;VVB;B;42.591998, 2.370396;66085;87784686
Villefranche-de-Lauragais;VDL;B;43.398537, 1.714725;31582;87615013
Villefranche-de-Rouergue;VRW;C;44.347498, 2.0364594;12300;87613893
Villefranche-du-Périgord;VPD;C;44.6270124, 1.0490908;24245;87595892
Villefranche-sur-Cher;VSC;C;47.2948034, 1.768094;41280;87576884
Villefranche-sur-Mer;VFH;B;43.707061, 7.314129;6159;87756361
Villefranche-sur-Saône;VIS;B;45.9845, 4.72077;69264;87721332
Villefranque;VQE;C;43.4313998, -1.4564514;64558;87673616
Villenave-d'Ornon;VIO;C;44.7683428, -0.5472574;33550;87581835
Villeneuve Triage;VSG;B;48.745198, 2.438192;94078;87681809
Villeneuve-la-Comtesse;VVK;C;46.0986599, -0.5130717;17474;87491258
Villeneuve-la-Guyard;VVG;B;48.342425, 3.071655;89460;87683102
Villeneuve-le-Roi;VRI;B;48.739908, 2.426084;94077;87545277
Villeneuve-lès-Maguelone;VLM;C;43.5438231, 3.849917;34337;87773515
Villeneuve-Loubet;VVP;B;43.629928, 7.134066;6161;87756304
Villeneuve-Saint-Georges;VSB;B;48.730113, 2.446011;94078;87681825
Villeneuve-sur-Allier;VVR;C;46.6592073, 3.2469557;3316;87696310
Villeneuve-sur-Yonne;VYE;C;48.0850129, 3.2869251;89464;87683219
Villennes-sur-Seine;VSW;B;48.9394602, 1.9993185;78672;87386649
Villenouvelle;VNW;C;43.4330358, 1.661081;31589;87618215
Villeparisis - Mitry-le-Neuf;VII;B;48.95325, 2.60243;77294;87271510
Villeperdue;VIP;C;47.2020438, 0.6336449;37278;87575043
Villepinte;VPN;B;48.96292, 2.51205;93078;87271452
Villepreux - Les Clayes;VEP;B;48.8239168, 1.9930652;78165;87393413
Villereversure;VEU;C;46.1944145, 5.3977089;1447;87743328
Villers-Bretonneux;VLT;B;49.86295, 2.52141;80799;87313437
Villers-Cotterêts;VCT;B;49.25026, 3.0937;2810;87271734
Villers-Saint-Paul;VPL;C;49.2825762, 2.4899067;60684;87276378
Villers-Saint-Sépulcre;ULC;C;49.3680779, 2.2204386;60685;87313593
Villers-sur-Mer;VIU;C;49.3159865, 0.0099283;14754;87444398
Villetaneuse Université;VTN;B;48.96, 2.34251;93031;87697318
Villiers - Neauphle - Pontchartrain;VEH;B;48.81550666129636, 1.876934489891097;78683;87393884
Villiers Montbarbin;VBB;C;48.8632544, 2.8830418;77142;87116749
Villiers-le-Bel - Gonesse - Arnouville;VIB;B;48.994175, 2.4162288;95019;87276220
Villiers-sur-Marne - Le Plessis-Trévise;VSM;B;48.823039, 2.541761;94079;87113795
Vimy;VMY;C;50.3732316, 2.8229549;62861;87342576
Vinay;VNA;B;45.20797, 5.41005;38559;87761726
Vinça;VCA;C;42.6481368, 2.5276163;66230;87784611
Vincelles;VCL;C;47.7042304, 3.6284728;89478;87683631
Vincey;VCY;C;48.3436471, 6.3355129;88355;87144063
Vions - Chanaz;VOZ;C;45.8243131, 5.8072311;73327;87741108
Vire;VIR;C;48.846329, -0.882884;14762;87448159
Vireux-Molhain;VRX;C;50.0827968, 4.7233909;8486;87172114
Virieu sur Bourbre;VRB;C;45.491703, 5.4721424;38293;87747204
Virieu-le-Grand - Belley;VRU;C;45.8482817, 5.6536162;1452;87741504
Viroflay Rive Droite;VFD;B;48.8056695, 2.1683208;78686;87382887
Viroflay Rive Gauche;VFG;B;48.800517, 2.1711466;78686;87393215
Viry-Châtillon;VWC;B;48.676182, 2.386391;91687;87681312
Viry-Noureuil;VWN;C;49.6274493, 3.2503611;2820;87297051
Vis à Marles;VML;C;50.5050115, 2.5171137;62489;87342535
Vitré;VTE;B;48.122671, -1.211754;35360;87471508
Vitrolles Aéroport Marseille Provence;AYD;B;43.441734, 5.237122;13117;87439554
Vitry-en-Artois;VYN;C;50.3276092, 2.9820833;62865;87342113
Vitry-le-François;VYF;B;48.718142, 4.587581;51649;87174276
Vitry-sur-Seine;VYB;B;48.800768, 2.402229;94081;87545293
Vittel;VIT;C;48.2024882, 5.9418718;88516;87144279
Viviers-du-Lac;VDX;C;45.648502, 5.9033389;73328;87741140
Viviez - Decazeville;VZI;C;44.5555678, 2.2182582;12305;87613661
Vivoin - Beaumont;VBT;C;48.2302093, 0.1447829;72380;87396077
Vivonne;VIV;C;46.4266355, 0.2653156;86293;87575290
Voiron;VOR;B;45.364037, 5.595054;38563;87747287
Voivres-lès-le-Mans;VOI;C;47.9304199, 0.0853466;72381;87396358
Volvic;VOL;C;45.864715, 3.0031455;63470;87641423
Vonnas;VNS;C;46.2272852, 4.9916677;1457;87725820
Voreppe;VPE;B;45.290417, 5.632119;38565;87747337
Vorey;VOE;C;45.1829093, 3.911422;43267;87734723
Vosves;VOM;C;48.5151115, 2.5991469;77152;87682500
Vougeot - Gilly-lès-Cîteaux;VOT;C;47.1755556, 4.9715685;21297;87713511
Voujeaucourt;VJT;C;47.4789729, 6.7699667;25632;87184531
Voutré;VOU;C;48.1340521, -0.2921804;53276;87478560
Voves;VOV;C;48.2750095, 1.6222874;28422;87545707
Vrigne-Meuse;VRM;C;49.7010822, 4.8438063;8492;87172221
Vulaines-sur-Seine - Samoreau;VUN;C;48.4305468, 2.7531008;77533;87682443
Wacquemoulin;WAC;C;49.5032575, 2.6116581;60698;87316208
Walbach;WAH;C;48.0580062, 7.2334758;68374;87182360
Walbourg;WAL;C;48.8862164, 7.8092705;67511;87213405
Walheim;WHM;C;47.6416406, 7.2633202;68356;87181065
Waligator Parc;WAB;C;49.22492, 6.15946;57433;87191098
Wallers;WSB;C;50.384611, 3.3937454;59632;87343301
Wambaix;WAM;C;50.1338767, 3.3114074;59635;87345595
Watten - Éperlecques;WAP;C;50.8254043, 2.2079599;62297;87281436
Wattignies - Templemars;WAT;C;50.5793139, 3.051975;59585;87286526
Wavrin;WAV;C;50.57443, 2.93672;59653;87286419
Wesserling;WES;C;47.8899651, 6.997519;68089;87182618
Weyersheim;WEY;B;48.7177903, 7.7971027;67529;87213678
Wihr-au-Val - Soultzbach;WIH;C;48.0460522, 7.2095351;68368;87182378
Willer-sur-Thur;WIL;C;47.8425494, 7.0693196;68372;87182584
Wilwisheim;WIW;C;48.745831, 7.5077599;67534;87212175
Wimille - Wimereux;WWX;C;50.7638456, 1.6137455;62894;87317123
Wingen-sur-Moder;WMG;B;48.9200646, 7.3811114;67538;87213744
Wisches;WHS;C;48.5076495, 7.2700936;67543;87214676
Wissembourg;WBG;B;49.0318895, 7.9501435;67544;87213470
Woippy;WPY;C;49.1487965, 6.155621;57751;87192088
Xertigny;XTY;C;48.0530255, 6.3767687;88530;87144121
Ychoux;YXC;B;44.3292659, -0.9460318;40332;87582536
Yerres;YES;B;48.706759, 2.48337;91691;87682112
Yffiniac;YFV;C;48.4702462, -2.6524629;22389;87473116
Ygos-Saint-Saturnin;YGV;C;43.9781851, -0.7361528;40333;87671487
Ytrac;YTC;C;44.9106891, 2.3644474;15267;87645101
Yvetot;YVT;B;49.622035, 0.750115;76758;87413385
Zillisheim;ZIL;C;47.6943143, 7.2945376;68384;87182196
